sbjID,trialn,word,condition,response,RT
19,1,bNdmGTPOM,1,yes,2992.72
19,2,EPERdMAB,0,yes,541.8
19,3,aONdaQr,0,yes,2020.7
19,4,YLQmGEPBT,1,yes,1298.18
19,5,bNdmGuUY,0,yes,1210.72
19,6,JmvmOmkc,0,no,852.64
19,7,lTmOQru,1,yes,1445.1
19,8,GZJYEPBT,1,yes,869.34
19,9,aONdMAB,1,yes,1078.04
19,10,BMEMAPMd,0,no,1239.68
19,11,AlUYTPOM,1,no,2406.93
19,12,PCMPKuUY,1,no,451.2
19,13,JmvmOhRKm,1,no,1724.95
19,14,PCMPKTPOM,0,yes,1173.15
19,15,YJkbLYGA,0,no,1460.31
19,16,EhbtPMd,0,yes,1061.11
19,17,BMEMALYGA,1,no,822.78
19,18,YLQmGQru,0,no,1109.66
19,19,AlUYuUY,0,no,1093.85
19,20,NvuGrMAB,1,yes,1765.97
19,21,lTmOEPBT,0,yes,854.82
19,22,EhRmMAB,0,yes,1014.52
19,23,lrZGLYGA,0,yes,950.38
19,24,TdmAEPBT,0,yes,1079.15
19,25,EhRmaQr,1,yes,1142.68
19,26,JmNkhRKm,1,no,1334.7
19,27,EPERdaQr,1,yes,838.58
19,28,kcCRtmkc,1,yes,3446.41
19,29,GZJYQru,0,no,1380.06
19,30,kcCRthRKm,0,no,923.05
19,31,JmNkmkc,0,yes,1302.31
19,32,lrZGPMd,1,yes,964.53
19,33,TdmAQru,1,no,1156.9
19,34,YJkbPMd,1,no,1318.34
19,35,NvuGraQr,0,yes,1317.82
19,36,dRbDbhRKm,0,no,1173.9
19,37,DcPTcuUY,1,yes,502.41
19,38,EhbtLYGA,1,yes,2325.63
19,39,DcPTcTPOM,0,yes,882.68
19,40,dRbDbmkc,1,no,941.37
